,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.treatment,player.martingale,player.consent,player.knowledge,player.cq1,player.cq2,player.cq4,player.cq5,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2959,276,l2hg5tj2,55da1c4669dbc30010b67569,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:34.714508+00:00,1,,,241.0,276,,0.0,s4,1.0,1.0,9.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2960,277,to98l99m,5c927effc719fc00157df08d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:38.381023+00:00,1,,,176.0,277,,0.0,s1,0.0,1.0,9.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2961,278,rgbz29ab,63c5996aff7ec475ae83bf3f,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:39.684396+00:00,1,,,152.0,278,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2962,279,iu92va5m,63fbc08077df3f7f2cd65153,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:41.513050+00:00,1,,,202.0,279,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2963,280,sbdb0z0i,60ca044c7b2e9a4654efeb77,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:42.361195+00:00,1,,,219.0,280,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2964,281,y6kz9xlw,5d9682f2f9927600172808d7,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:44.838603+00:00,1,,,206.0,281,,0.0,s3,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2965,282,mln2mxp4,622bb4f79c52ad04bb91e752,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:47.956140+00:00,1,,,182.0,282,,0.0,s4,1.0,1.0,6.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2966,283,1l29zeof,5975b75a2356570001085d0c,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:52.483297+00:00,1,,,246.0,283,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2967,284,qwk1i567,64291fd466d5ee1a536c5808,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:03.084216+00:00,1,,,181.0,284,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2969,286,6plg7gbc,5ae0b4bfeb6040000153bbc8,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:03.766893+00:00,1,,,186.0,286,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2970,287,2ulo0zxv,56bb120a724769000cb7462b,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:11.273097+00:00,1,,,180.0,287,,0.0,s3,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2971,288,j6evqhov,62ab29bfb1c80887f36dfcf3,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:14.235069+00:00,1,,,158.0,288,,0.0,s4,1.0,1.0,3.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2972,289,l20kwzkw,5ea047d315537303f1e60ef9,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:20.633521+00:00,1,,,258.0,289,,0.0,s1,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2973,290,nkaq2nwi,6310b3b209ed474f82b5a44d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:22.832207+00:00,1,,,165.0,290,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2974,291,qzkmrjyu,5df8df8e8d257b65573a2bd2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:33.687378+00:00,1,,,196.0,291,,0.0,s2,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2975,292,d22cy537,59ce3501a5bbdd0001bf45e2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:55.533646+00:00,1,,,202.0,292,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2976,293,p5rcq3i8,63d7faea5fc2f437216b9259,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:08.956602+00:00,1,,,241.0,293,,0.0,s3,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2977,294,u1td0ijr,5aad2266811b2000016f6bda,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:18.253129+00:00,1,,,205.0,294,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2978,295,giwobhn3,63b2d04ed0f53f75de4ba38e,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:27.554283+00:00,1,,,218.0,295,,0.0,s1,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2979,296,9jyrpd2v,61113ad836a1f1b60f4c9389,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:32.059628+00:00,1,,,232.0,296,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2980,297,84kuancg,63e51cc097b0f5edcbf788b9,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:36.401495+00:00,1,,,231.0,297,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2982,299,8b26utcw,5c33668916da980001530dab,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:41.464829+00:00,1,,,207.0,299,,0.0,s3,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2983,300,flro3lbg,5dc0d311e5dc4108137d7c10,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:46.008566+00:00,1,,,181.0,300,,0.0,s4,1.0,1.0,7.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2984,301,9gand350,63ed057fe2484eb2c8576754,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:45.984471+00:00,1,,,226.0,301,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2986,303,nch1h11g,599f0d29ec626e0001d53f47,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:47.395469+00:00,1,,,155.0,303,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2987,304,sji1wv2p,63d010fc3093243d40db208b,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:59.192803+00:00,1,,,274.0,304,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2988,305,yta6se00,5d02c0e382e4f00001aa20cd,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:51.283572+00:00,1,,,181.0,305,,0.0,s3,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2989,306,y7b3lp8c,5ae9cde00335e200019e9eed,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:55.214376+00:00,1,,,189.0,306,,0.0,s4,1.0,1.0,6.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2990,307,bp8ub64w,5fcfb1fe79b8060e0662270a,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:55.623443+00:00,1,,,185.0,307,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2991,308,a1t5cstl,5f450738ab827a05e739ef40,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:56.572307+00:00,1,,,104.0,308,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2992,309,aw0kvcqj,5c43750c26217400018c1d69,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:06.288944+00:00,1,,,120.0,309,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2993,310,ugg8kibi,632aa1271f930bbc655a32d8,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:59.671023+00:00,1,,,219.0,310,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2994,311,rlqh7t1q,5ea9a41b87b4150bf9634637,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:52.054786+00:00,1,,,216.0,311,,0.0,s3,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2995,312,31thqnet,601fe0de101ae05414812f4d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:00.891092+00:00,1,,,170.0,312,,0.0,s4,1.0,1.0,6.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2996,313,rzt7c3zw,6401a92fa70fe5c6eebb1aec,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:09.922987+00:00,1,,,226.0,313,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2997,314,ihy1zosl,64137087a26baa97a1348ce7,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:56.461777+00:00,1,,,200.0,314,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2998,315,qoaucdy0,5cf806142780ca001a9d5cee,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:09.687606+00:00,1,,,178.0,315,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2999,316,oii5trtq,5dd650d749f6075e1eccc352,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:11.581630+00:00,1,,,211.0,316,,0.0,s2,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3000,317,l6efevdo,5c0cb29e1b80df00017843d2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:07.608513+00:00,1,,,88.0,317,,0.0,s3,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3001,318,95t7zj9u,5ee64d0bf796cb3b252a8c99,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:16.859947+00:00,1,,,190.0,318,,0.0,s4,1.0,1.0,7.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3002,319,a9he32r1,5d8dff0be825f000175a14ab,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:11.970451+00:00,1,,,219.0,319,,0.0,s1,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3003,320,3gu5is4p,63f8b081b083f1e1014cb21a,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:12.770946+00:00,1,,,273.0,320,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3004,321,qya2eg07,5f09fab615ee6b0ab5235b15,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:19.651939+00:00,1,,,231.0,321,,0.0,s2,0.0,1.0,0.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3005,322,mv60aa8p,615d82afb66c6eada869754a,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:29.226840+00:00,1,,,148.0,322,,0.0,s2,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3006,323,znbrd664,55ac3198fdf99b6de3b68b23,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:22.904073+00:00,1,,,152.0,323,,0.0,s3,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3007,324,o43gjgob,60ce6af707bcd42cbc885210,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:16.416733+00:00,1,,,185.0,324,,0.0,s4,1.0,1.0,3.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3008,325,njs29c9p,62b6cb277460cccbc8f27ad5,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:16.332617+00:00,1,,,199.0,325,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3009,326,00x79kxm,58660808db3e720001e228d9,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:17.258263+00:00,1,,,156.0,326,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3010,327,slsme237,642c34f042149cf564ae70de,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:17.438216+00:00,1,,,158.0,327,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3011,328,mik20yvh,5ea1a4df991e2406971f11af,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:17.942343+00:00,1,,,231.0,328,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3012,329,0b8crlqg,5b86907cf204a500010864d0,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:28.233756+00:00,1,,,130.0,329,,0.0,s3,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3013,330,g2exawug,5b1562981e55760001ba1e64,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:29.009045+00:00,1,,,187.0,330,,0.0,s4,1.0,1.0,8.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3014,331,thnmlxt4,5ed005980fdb830a7bfeaf4b,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:29.609905+00:00,1,,,220.0,331,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3015,332,kl416jvs,63fbf0e3b18cc14adc0dbfb6,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:23.037145+00:00,1,,,208.0,332,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3016,333,wyw2hyvt,5d3d9749607ede001a0712df,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:24.066404+00:00,1,,,205.0,333,,0.0,s2,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3017,334,akxmzag0,6078661a148492f9436d8bb0,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:32.024867+00:00,1,,,204.0,334,,0.0,s2,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3018,335,cpg9s41r,5a94f57289de8200013ecbc8,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:32.206457+00:00,1,,,186.0,335,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3020,337,h4gdox2w,607059c9e08eec88db2869e1,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:41.847113+00:00,1,,,124.0,337,,0.0,s1,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3021,338,rs1rhsjt,5ad5efefe2338200017798d4,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:44.393727+00:00,1,,,214.0,338,,0.0,s1,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3022,339,i75eyhp1,60fd389c3ffb62b4b24e9df6,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:36.495464+00:00,1,,,153.0,339,,0.0,s2,0.0,1.0,0.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3023,340,4qav77pr,5af578683aba4900015ec37a,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:37.684119+00:00,1,,,196.0,340,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3024,341,3go08v6n,5c44b3fe1bbffd0001014286,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:30.597974+00:00,1,,,220.0,341,,0.0,s3,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3025,342,9wn44ocj,640ce3e5772a5a2776ccddb5,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:39.555599+00:00,1,,,241.0,342,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3026,343,5nwwwj04,5ceef64577a506001714c032,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:42.622752+00:00,1,,,206.0,343,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3027,344,6yvwn9lz,63ea4c0cb8f12b587f5fca1d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:44.101396+00:00,1,,,121.0,344,,0.0,s1,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
3028,345,twqrcmz1,5b7bf6c98c721a00015d1feb,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:44.464691+00:00,1,,,185.0,345,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
