,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
718,271,pa2kf7mm,5ed42960727ce23e4d2802b6,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:19.555673+00:00,1,,,107.0,271,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Male,44.0,GB,PhD,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,I think it's to see what effect the badges and stuff have on how often people trade.,No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 95.0}",1,1,uw95ivu5,,,,,0,7.75
719,272,d6trmqyz,63792c65e92e706fdb44c08a,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:26.911933+00:00,1,,,143.0,272,,8.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Female,51.0,GB,master,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,to compare two trading platforms,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 135.0}",1,1,uw95ivu5,,,,,0,8.75
720,273,57xl4nij,5ca4b6a74c30330001f14c70,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:29.539834+00:00,1,,,142.0,273,,12.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,2.0,,,Male,44.0,GB,master,Other,0.0,0.0,1.0,1.0,Daily,Daily,Cryptocurrencies,Yes,don't know,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 130.0}",1,1,uw95ivu5,,,,,0,9.5
721,274,048nxn54,601eaeeb12586834759af824,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:29.663792+00:00,1,,,151.0,274,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,25.0,GB,undergraduate: 1st year,Other,0.0,1.0,1.0,1.0,Monthly,Daily,Stocks,Yes,"To understand emotions in trading, or to determine how pop-ups/notifications effect the trades people make",no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 140.0}",1,1,uw95ivu5,,,,,0,9.75
722,275,sie3zmow,63e68f1572bd0aa6221df2a2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:33.517282+00:00,1,,,214.0,275,,9.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,4.0,2.0,Male,26.0,GB,undergraduate: 3d year,Other Management,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,attitudes towards stock trading,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 205.0}",1,1,uw95ivu5,,,,,0,12.5
723,276,l2hg5tj2,55da1c4669dbc30010b67569,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:34.714508+00:00,1,,,241.0,276,,11.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,2.0,,,Male,33.0,GB,master,Economics,1.0,0.0,1.0,1.0,Monthly,Daily,Stocks,No,Not sure,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 230.0}",1,1,uw95ivu5,,,,,0,14.25
724,277,to98l99m,5c927effc719fc00157df08d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:38.381023+00:00,1,,,176.0,277,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0,Female,48.0,GB,undergraduate: 2nd year,Other Management,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,not sure,none,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 165.0}",1,1,uw95ivu5,,,,,0,11.0
725,278,rgbz29ab,63c5996aff7ec475ae83bf3f,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:39.684396+00:00,1,,,152.0,278,,12.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Female,50.0,GB,master,Other,0.0,1.0,1.0,1.0,Daily,Multiple times a day,Stocks,No,to see if flashy graphics and gimmicks are useful for traders. if achievement targets make for riskier trades,I mis-clicked a couple of times in round 4 - my phone rang and made me jump,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 140.0}",1,1,uw95ivu5,,,,,0,10.0
726,279,iu92va5m,63fbc08077df3f7f2cd65153,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:41.513050+00:00,1,,,202.0,279,,12.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,,Male,26.0,GB,undergraduate: 3d year,Other,1.0,1.0,1.0,1.0,Monthly,Monthly,Stocks,No,To test out different trading screens,No,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190.0}",1,1,uw95ivu5,,,,,0,12.5
727,280,sbdb0z0i,60ca044c7b2e9a4654efeb77,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:42.361195+00:00,1,,,219.0,280,,9.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,24.0,GB,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,To see how people day trade,no,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 210.0}",1,1,uw95ivu5,,,,,0,12.75
728,281,y6kz9xlw,5d9682f2f9927600172808d7,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:44.838603+00:00,1,,,206.0,281,,6.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0,Male,45.0,GB,master,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,Unknown,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 200.0}",1,1,uw95ivu5,,,,,0,11.5
729,282,mln2mxp4,622bb4f79c52ad04bb91e752,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:47.956140+00:00,1,,,182.0,282,,7.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,57.0,GB,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,To show the fluctuations of the stock market,no,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 175.0}",1,1,uw95ivu5,,,,,0,10.5
730,283,1l29zeof,5975b75a2356570001085d0c,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:06:52.483297+00:00,1,,,246.0,283,,11.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0,Female,43.0,GB,undergraduate: 3d year,Other Management,0.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,To understand risk management,No None,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 235.0}",1,1,uw95ivu5,,,,,0,14.5
731,284,qwk1i567,64291fd466d5ee1a536c5808,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:03.084216+00:00,1,,,181.0,284,,11.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0,Female,60.0,GB,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,Risk and reward.,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 170.0}",1,1,uw95ivu5,,,,,0,11.25
732,286,6plg7gbc,5ae0b4bfeb6040000153bbc8,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:03.766893+00:00,1,,,186.0,286,,11.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Male,72.0,IE,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,To assess the gullibility of people with more money than sense,"Yes, I was bored to death. Personally, I think it is very poor simulation of trading and certainly not the way (data) I resource to invest","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 175.0}",1,1,uw95ivu5,,,,,0,11.5
733,287,2ulo0zxv,56bb120a724769000cb7462b,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:11.273097+00:00,1,,,180.0,287,,10.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0,Female,51.0,GB,undergraduate: 3d year,Economics,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,design of trading platforms,all worked well,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 170.0}",1,1,uw95ivu5,,,,,0,11.0
734,288,j6evqhov,62ab29bfb1c80887f36dfcf3,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:14.235069+00:00,1,,,158.0,288,,8.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,49.0,GB,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,Assess appetite for risk,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 150.0}",1,1,uw95ivu5,,,,,0,9.5
735,289,l20kwzkw,5ea047d315537303f1e60ef9,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:20.633521+00:00,1,,,258.0,289,,3.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Female,69.0,GB,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,no idea,took ages to load,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 255.0}",1,1,uw95ivu5,,,,,0,13.5
736,290,nkaq2nwi,6310b3b209ed474f82b5a44d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:22.832207+00:00,1,,,165.0,290,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Male,25.0,PL,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Daily,Daily,Stocks,No,to track decisions based on price movement,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 155.0}",1,1,uw95ivu5,,,,,0,10.25
737,291,qzkmrjyu,5df8df8e8d257b65573a2bd2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:33.687378+00:00,1,,,196.0,291,,6.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Female,61.0,GB,did not graduate high school,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,To determine how people perceive the risks with trading stocks,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190.0}",1,1,uw95ivu5,,,,,0,11.0
738,292,d22cy537,59ce3501a5bbdd0001bf45e2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:07:55.533646+00:00,1,,,202.0,292,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,51.0,GB,undergraduate: 4th year,Finance,0.0,0.0,1.0,1.0,Weekly,Multiple times a day,Stocks,No,trend analysis,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190.0}",1,1,uw95ivu5,,,,,0,12.5
739,293,p5rcq3i8,63d7faea5fc2f437216b9259,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:08.956602+00:00,1,,,241.0,293,,11.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,5.0,Male,29.0,GB,undergraduate: 4th year,Other,0.0,0.0,0.0,1.0,Monthly,Monthly,Stocks,No,To test for a trading UI,,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 230.0}",1,1,uw95ivu5,,,,,0,14.25
740,294,u1td0ijr,5aad2266811b2000016f6bda,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:18.253129+00:00,1,,,205.0,294,,10.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Male,30.0,GB,undergraduate: 4th year,Other,0.0,1.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,I'm unsure,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 195.0}",1,1,uw95ivu5,,,,,0,12.25
741,295,giwobhn3,63b2d04ed0f53f75de4ba38e,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:27.554283+00:00,1,,,218.0,295,,8.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0,Female,66.0,GB,undergraduate: 1st year,Other,0.0,0.0,0.0,0.0,Less than once a month,Monthly,Bonds,No,understanding  of market trading,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 210.0}",1,1,uw95ivu5,,,,,0,12.5
742,296,9jyrpd2v,61113ad836a1f1b60f4c9389,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:32.059628+00:00,1,,,232.0,296,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,1.0,Male,69.0,GB,high-school graduate,Finance,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,No idea,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 220.0}",1,1,uw95ivu5,,,,,0,14.0
743,297,84kuancg,63e51cc097b0f5edcbf788b9,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:36.401495+00:00,1,,,231.0,297,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,4.0,,,Male,34.0,GB,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,A study about decision making. Probably nothing to do with stocks.,No,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 220.0}",1,1,uw95ivu5,,,,,0,13.75
744,299,8b26utcw,5c33668916da980001530dab,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:41.464829+00:00,1,,,207.0,299,,12.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,1.0,Male,65.0,GB,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,Potential trading design,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195.0}",1,1,uw95ivu5,,,,,0,12.75
745,300,flro3lbg,5dc0d311e5dc4108137d7c10,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:46.008566+00:00,1,,,181.0,300,,11.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Male,37.0,GB,high-school graduate,Other,0.0,0.0,1.0,0.0,Less than once a month,Daily,Cryptocurrencies,No,to see how different people act with varying amounts of knowledge,none,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 170.0}",1,1,uw95ivu5,,,,,0,11.25
746,301,9gand350,63ed057fe2484eb2c8576754,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:45.984471+00:00,1,,,226.0,301,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,4.0,Male,23.0,GB,undergraduate: 4th year,Finance,0.0,1.0,1.0,1.0,Less than once a month,Weekly,Cryptocurrencies,No,to see the impact of different formats on how people trade and the effectiveness of reading a market that follows a pattern.,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 215.0}",1,1,uw95ivu5,,,,,0,13.5
747,303,nch1h11g,599f0d29ec626e0001d53f47,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:47.395469+00:00,1,,,155.0,303,,10.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,44.0,GB,high-school graduate,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,I think it may be to see whether people behave in a certain way with the information given.,No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 145.0}",1,1,uw95ivu5,,,,,0,9.75
748,304,sji1wv2p,63d010fc3093243d40db208b,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:59.192803+00:00,1,,,274.0,304,,9.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,41.0,HR,master,Other,0.0,0.0,0.0,1.0,Less than once a month,Monthly,Stocks,No,Try to better understand the process behind prediction and decision making in human psychology.,"No, everything went smoothly. Experiment was very interesting and entertaining. Good luck with the study!","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 265.0}",1,1,uw95ivu5,,,,,0,15.5
749,305,yta6se00,5d02c0e382e4f00001aa20cd,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:51.283572+00:00,1,,,181.0,305,,11.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,5.0,5.0,Female,51.0,GB,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Weekly,Stocks,No,can an individual with no experience make money buying/selling shares,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 170.0}",1,1,uw95ivu5,,,,,0,11.25
750,306,y7b3lp8c,5ae9cde00335e200019e9eed,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:55.214376+00:00,1,,,189.0,306,,4.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,26.0,GB,undergraduate: 2nd year,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,To see how different people assess risk with stocks,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 185.0}",1,1,uw95ivu5,,,,,0,10.25
751,307,bp8ub64w,5fcfb1fe79b8060e0662270a,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:55.623443+00:00,1,,,185.0,307,,10.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,2.0,Female,55.0,GB,undergraduate: 2nd year,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,to see if anyone has an idea how to trade!,Initially could not move on after the sliders but discovered after a while,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175.0}",1,1,uw95ivu5,,,,,0,11.25
752,308,a1t5cstl,5f450738ab827a05e739ef40,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:56.572307+00:00,1,,,104.0,308,,9.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0,Male,28.0,GB,master,Other,0.0,0.0,1.0,0.0,Monthly,Monthly,Stocks,No,Manual high frequency trading and psychology of retail investor,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 95.0}",1,1,uw95ivu5,,,,,0,7.0
753,309,aw0kvcqj,5c43750c26217400018c1d69,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:06.288944+00:00,1,,,120.0,309,,5.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,26.0,GB,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,to see how we would invest our money,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 115.0}",1,1,uw95ivu5,,,,,0,7.0
754,310,ugg8kibi,632aa1271f930bbc655a32d8,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:59.671023+00:00,1,,,219.0,310,,9.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,27.0,GB,master,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,Yes,To know how decisions are made when trading financial markets.,"No, no difficulty.","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 210.0}",1,1,uw95ivu5,,,,,0,12.75
755,311,rlqh7t1q,5ea9a41b87b4150bf9634637,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:52.054786+00:00,1,,,216.0,311,,11.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,4.0,4.0,2.0,Female,21.0,GB,undergraduate: 3d year,Other Management,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,To discover the knowledge of trading in certain groups of people,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 205.0}",1,1,uw95ivu5,,,,,0,13.0
756,312,31thqnet,601fe0de101ae05414812f4d,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:00.891092+00:00,1,,,170.0,312,,10.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Female,27.0,GB,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,assessing willingness to trade based on fluctuating prices filled with uncertainty and risk appetite,none,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 160.0}",1,1,uw95ivu5,,,,,0,10.5
757,313,rzt7c3zw,6401a92fa70fe5c6eebb1aec,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:09.922987+00:00,1,,,226.0,313,,6.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 1,Only trade on Design #1,,3.0,1.0,Male,36.0,GB,undergraduate: 4th year,Other Management,0.0,1.0,1.0,1.0,Monthly,Monthly,Cryptocurrencies,No,to see how the everyday person trades stocks and the fluctuations,none,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 220.0}",1,1,uw95ivu5,,,,,0,12.5
758,314,ihy1zosl,64137087a26baa97a1348ce7,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:08:56.461777+00:00,1,,,200.0,314,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Male,21.0,GB,high-school graduate,Finance,1.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,To see how well people are able to trade in the stock market and how well they understand trading concepts.,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 190.0}",1,1,uw95ivu5,,,,,0,12.0
759,315,qoaucdy0,5cf806142780ca001a9d5cee,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:09.687606+00:00,1,,,178.0,315,,8.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,56.0,GB,master,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Bonds,No,to see the influence of the different platforms on trader performance?,I don't understand this question:Have you been taken part in an experiment before?    I haven't taken part in this experiment before.,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 170.0}",1,1,uw95ivu5,,,,,0,10.5
760,316,oii5trtq,5dd650d749f6075e1eccc352,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:11.581630+00:00,1,,,211.0,316,,11.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,55.0,GB,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Weekly,Stocks,No,to see how people trade,NO,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200.0}",1,1,uw95ivu5,,,,,0,12.75
761,317,l6efevdo,5c0cb29e1b80df00017843d2,0,23,23,post_experimental,FinalForProlific,2023-04-12 15:09:07.608513+00:00,1,,,88.0,317,,3.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,4.0,4.0,Female,30.0,IN,master,Other,1.0,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,No,to check our knowledge on stocks and marketing or choose the best website layout for investing,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 85.0}",1,1,uw95ivu5,,,,,0,5.0
